name,category,address,lat,lng,rating,user_ratings_total,price_level,summary,phone,website,opening_hours,place_id
The Hills,Bar,"Götgatan 29, 116 21 Stockholm, Sweden",59.3168289,18.072087,4.4,377,MODERATE,,08-678 00 01,http://www.thehillsstockholm.se/,Monday: 11:30 AM – 10:00 PM; Tuesday: 11:30 AM – 10:00 PM; Wednesday: 11:30 AM – 12:00 AM; Thursday: 11:30 AM – 12:00 AM; Friday: 11:30 AM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: Closed,ChIJq_Z1Qf53X0YRujd1HEFrKgg
Hirschenkeller,Bar,"Götgatan 46, 118 26 Stockholm, Sweden",59.315853399999995,18.0721685,3.5,1014,INEXPENSIVE,,08-644 30 65,https://www.hirschenkeller.se/?utm_source=google,Monday: 11:00 AM – 1:00 AM; Tuesday: 11:00 AM – 1:00 AM; Wednesday: 11:00 AM – 1:00 AM; Thursday: 11:00 AM – 1:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 1:00 AM,ChIJSVZq6fp3X0YRRRfQP60l2lU
Stigberget’s Foot,Bar,"Götgatan 5, 116 46 Stockholm, Sweden",59.319121900000006,18.0709479,4.4,1157,MODERATE,,08-20 00 02,http://stigbergetsfot.se/,Monday: 4:00 PM – 12:00 AM; Tuesday: 4:00 PM – 12:00 AM; Wednesday: 11:30 AM – 12:00 AM; Thursday: 11:30 AM – 12:00 AM; Friday: 11:30 AM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 – 10:30 PM,ChIJPcPBsJp3X0YR5EEpe9OyKNI
Riche Fenix,Bar,"Götgatan 40, 118 26 Stockholm, Sweden",59.3166837,18.0719205,4.1,173,,,,http://richefenix.se/,Monday: 4:00 – 10:00 PM; Tuesday: 4:00 PM – 1:00 AM; Wednesday: 4:00 PM – 1:00 AM; Thursday: 4:00 PM – 1:00 AM; Friday: 2:00 PM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: Closed,ChIJxXArZWV3X0YRP-s96K1asdI
Snaps Bar & Bistro,Bar,"Götgatan 48, 118 26 Stockholm, Sweden",59.31551459999999,18.072442799999997,3.4,1466,MODERATE,Swedish & Mediterranean dining in a lively bar/bistro within a former 17th-century palace.,08-640 28 68,https://www.snaps.se/?utm_source=google,Monday: 11:00 AM – 8:00 PM; Tuesday: 11:00 AM – 8:00 PM; Wednesday: 11:00 AM – 8:00 PM; Thursday: 11:00 AM – 8:00 PM; Friday: 11:00 AM – 3:00 AM; Saturday: 11:00 AM – 3:00 AM; Sunday: 11:00 AM – 8:00 PM,ChIJI1Cs7fp3X0YR5bKAkQf3W1U
Kellys,Bar,"Folkungagatan 49, 116 22 Stockholm, Sweden",59.31453140000001,18.0744111,3.5,1961,INEXPENSIVE,,08-642 60 42,https://kellysbar.se/?utm_source=google,Monday: 11:00 AM – 3:00 AM; Tuesday: 11:00 AM – 3:00 AM; Wednesday: 11:00 AM – 3:00 AM; Thursday: 11:00 AM – 3:00 AM; Friday: 11:00 AM – 3:00 AM; Saturday: 11:00 AM – 3:00 AM; Sunday: 11:00 AM – 3:00 AM,ChIJSf04bvp3X0YRBaBZM7hh9XY
The Green Hunter,Bar,"Götgatan 64, 118 26 Stockholm, Sweden",59.3134272,18.0735968,3.6,1425,INEXPENSIVE,"Lively Irish bar showing TV sports on a big screen, plus karaoke nights & traditional pub grub.",08-640 96 00,http://www.gronejagaren.com/,Monday: 3:00 – 11:00 PM; Tuesday: 12:00 PM – 1:00 AM; Wednesday: 12:00 PM – 1:00 AM; Thursday: 12:00 PM – 1:00 AM; Friday: 12:00 PM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 11:00 PM,ChIJ94QKhPB3X0YR5YUD96WzuoI
The Central Bar,Bar,"Folkungagatan 57-59, 116 22 Stockholm, Sweden",59.3146543,18.0760778,3.8,961,INEXPENSIVE,,070-656 77 81,https://www.thecentralbars.se/,Monday: 11:00 AM – 1:00 AM; Tuesday: 11:00 AM – 1:00 AM; Wednesday: 11:00 AM – 1:00 AM; Thursday: 11:00 AM – 1:00 AM; Friday: 11:00 AM – 3:00 AM; Saturday: 11:00 AM – 3:00 AM; Sunday: 11:00 AM – 1:00 AM,ChIJFa41a_p3X0YRw9M2bt8MmJI
Mikkeller Söder,Bar,"Östgötagatan 33, 116 25 Stockholm, Sweden",59.314906699999995,18.0764808,4.5,573,MODERATE,"Intimate bar & bistro decorated with antique tools, with a casual vibe & a menu of steaks & seafood.",,https://www.mikkeller.com/locations/mikkeller-soedermalm?utm_source=google,Monday: Closed; Tuesday: 3:00 – 11:00 PM; Wednesday: 3:00 – 11:00 PM; Thursday: 3:00 – 11:00 PM; Friday: 3:00 PM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 – 10:00 PM,ChIJa_vdcXN3X0YRwTH3JgBxOyU
Hallen Södermalm,Bar,"Götgatan 85A, 116 62 Stockholm, Sweden",59.3098451,18.0758102,4.2,96,,,08-82 82 65,http://www.hallen.one/,Monday: 1:00 PM – 1:00 AM; Tuesday: 1:00 PM – 1:00 AM; Wednesday: 1:00 PM – 1:00 AM; Thursday: 1:00 PM – 1:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 1:00 AM,ChIJ1e66RQB3X0YROzNHF82D5tI
Oliver Twist,Pub,"Repslagargatan 6, 118 46 Stockholm, Sweden",59.31832730000001,18.0698668,4.3,2801,MODERATE,,08-640 05 66,http://www.olivertwist.se/,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 12:00 AM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 1:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 1:00 – 10:00 PM,ChIJF4VOz-R3X0YRz6NqrPjre3k
Hernö Gin Bar - Stockholm,Pub,"Hornsgatan 1, 118 46 Stockholm, Sweden",59.3197431,18.0703939,4.6,649,EXPENSIVE,,073-095 90 00,https://hernoginbar.com/,Monday: 4:00 – 11:00 PM; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 PM – 12:00 AM; Thursday: 4:00 PM – 12:00 AM; Friday: 4:00 PM – 1:00 AM; Saturday: 2:00 PM – 1:00 AM; Sunday: 4:00 – 11:00 PM,ChIJ06RlUoh3X0YREkdPG3Lgtac
Lagerbaren,Pub,"Götgatan 97, 116 62 Stockholm, Sweden",59.308151599999995,18.076649300000003,3.9,814,MODERATE,,08-643 18 08,http://lagerbaren.se/,Monday: 11:00 AM – 1:00 AM; Tuesday: 11:00 AM – 1:00 AM; Wednesday: 11:00 AM – 1:00 AM; Thursday: 11:00 AM – 1:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 1:00 AM,ChIJP3rGl_Z3X0YRiny7Z34DbD8
Brother Tuck Bar & Restaurang - Skanstull,Pub,"Götgatan 85, 116 62 Stockholm, Sweden",59.30988910000001,18.0759144,3.9,1156,MODERATE,,08-640 40 33,https://www.brothertuck.se/?utm_source=google,Monday: 2:00 PM – 12:00 AM; Tuesday: 2:00 PM – 12:00 AM; Wednesday: 2:00 PM – 1:00 AM; Thursday: 2:00 PM – 1:00 AM; Friday: 2:00 PM – 3:00 AM; Saturday: 12:00 PM – 3:00 AM; Sunday: 12:00 PM – 12:00 AM,ChIJqxeH0fZ3X0YRtk-TYCg_O6Y
Trädgården,Nightclub,"Hammarby Slussväg 2, 118 60 Stockholm, Sweden",59.3047676,18.077811099999998,4,1257,,,,http://www.tradgarden.com/,,ChIJTex4ofV3X0YRq79nToaz98Q
Noxx Stockholm,Nightclub,"Hornsgatan 66B, 118 21 Stockholm, Sweden",59.318571299999995,18.0591223,4,82,,,,https://www.noxxstockholm.com/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 10:00 PM – 3:00 AM; Saturday: 10:00 PM – 3:00 AM; Sunday: Closed,ChIJpxBhUrx3X0YROu3dvQCl13M
Babylon,Nightclub,"Björns Trädgårdsgränd 4, 116 21 Stockholm, Sweden",59.31550180000001,18.0737305,3.9,631,MODERATE,Simple & lively bar with a classic European-style menu & outside tables on a sidewalk terrace.,,https://www.instagram.com/babylonmedis,Monday: 11:00 AM – 12:00 AM; Tuesday: 11:00 AM – 12:00 AM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: Closed,ChIJOUVeXfp3X0YR66qCn5bZlcU
Haket - Sportbar & Karaoke,Nightclub,"Folkungagatan 69, 116 22 Stockholm, Sweden",59.314966000000005,18.0781939,4.7,400,,,08-550 669 69,https://haket.live/?utm_source=google,Monday: 2:00 – 11:00 PM; Tuesday: 2:00 – 11:00 PM; Wednesday: 2:00 – 11:00 PM; Thursday: 2:00 – 11:00 PM; Friday: 1:00 PM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 – 11:00 PM,ChIJAzKotiZ3X0YR4btQYwZJcT0
Bar Lilla Compagniet,Cocktail Bar,"Katarinavägen 18, 116 45 Stockholm, Sweden",59.318886799999994,18.074324,4.7,489,MODERATE,,08-650 94 95,http://www.lillacompagniet.se/,Monday: 4:00 PM – 1:00 AM; Tuesday: 4:00 PM – 1:00 AM; Wednesday: 4:00 PM – 1:00 AM; Thursday: 4:00 PM – 1:00 AM; Friday: 4:00 PM – 1:00 AM; Saturday: 4:00 PM – 1:00 AM; Sunday: 4:00 PM – 1:00 AM,ChIJeUAlqMZ3X0YRQsmpcCjYzR8
Bar Afterglow,Cocktail Bar,"Erstagatan 17, 116 36 Stockholm, Sweden",59.3143684,18.0904091,4.5,114,,,076-168 82 76,https://www.instagram.com/bar.afterglow,Monday: Closed; Tuesday: Closed; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 12:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: Closed,ChIJK0uLSIJ5X0YRRoaCBtUX_bI
Göta Bistro,Cocktail Bar,"Götgatan 58, 118 26 Stockholm, Sweden",59.31379,18.073256399999998,4,8,,,08-96 00 11,https://gotabistro.com/,Monday: 4:00 – 11:00 PM; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 PM – 1:00 AM; Thursday: 4:00 PM – 1:00 AM; Friday: 1:00 PM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 – 11:00 PM,ChIJRXF4wA13X0YRCbFJMqxNDJ8
Himlen,Cocktail Bar,"Götgatan 78, 118 30 Stockholm, Sweden",59.31194509999999,18.0739947,4,2357,EXPENSIVE,"Swedish/French fine-dining restaurant with dramatic city views, plus a stylish cocktail bar.",08-660 60 68,http://www.restauranghimlen.se/,Monday: 11:30 AM – 11:00 PM; Tuesday: 11:30 AM – 12:00 AM; Wednesday: 11:30 AM – 12:00 AM; Thursday: 11:30 AM – 12:00 AM; Friday: 11:30 AM – 3:00 AM; Saturday: 12:00 PM – 3:00 AM; Sunday: Closed,ChIJK7xg6vB3X0YREGP5IKs8tng
Bar Kaja,Cocktail Bar,"Repslagargatan 8, 118 46 Stockholm, Sweden",59.3179209,18.070042800000003,4.8,174,,,072-244 33 34,http://barkaja.org/,Monday: Closed; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 4:00 PM – 12:00 AM; Saturday: 4:00 PM – 12:00 AM; Sunday: Closed,ChIJm6yTcmV3X0YRkGyT4b1e9jk
Zinnia - Asiatisk Restaurang & Bar,Cocktail Bar,"Götgatan 28, 118 46 Stockholm, Sweden",59.3178458,18.0713658,4.2,146,,,070-241 14 75,https://zinniabar.com/?utm_source=google,Monday: Closed; Tuesday: 11:30 AM – 11:00 PM; Wednesday: 11:30 AM – 11:00 PM; Thursday: 11:30 AM – 11:00 PM; Friday: 11:30 AM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: Closed,ChIJFbS8HrN3X0YRC33zTZP0gVE
Corner Club Rescued by Sovel,Cocktail Bar,"Lilla Nygatan 16, 111 28 Stockholm, Sweden",59.3233216,18.069340099999998,4.5,307,EXPENSIVE,,08-641 81 50,https://sovel.se/,Monday: Closed; Tuesday: 3:00 PM – 1:00 AM; Wednesday: 3:00 PM – 1:00 AM; Thursday: 3:00 PM – 1:00 AM; Friday: 3:00 PM – 1:00 AM; Saturday: 3:00 PM – 1:00 AM; Sunday: 3:00 PM – 1:00 AM,ChIJq8Avq-N3X0YRd_FZtLBK4xs
Pharmarium,Cocktail Bar,"Stortorget 7, 111 29 Stockholm, Sweden",59.3248049,18.0708525,4.4,1613,EXPENSIVE,,08-20 08 10,https://pharmarium.se/,Monday: 5:00 – 11:00 PM; Tuesday: 5:00 – 11:00 PM; Wednesday: 4:00 PM – 12:00 AM; Thursday: 4:00 PM – 12:00 AM; Friday: 3:00 PM – 1:00 AM; Saturday: 3:00 PM – 1:00 AM; Sunday: 5:00 – 11:00 PM,ChIJvZ5qiuJ3X0YRuXir1p3HI7M
Paradiso,Cocktail Bar,"Timmermansgatan 24, 118 55 Stockholm, Sweden",59.317479000000006,18.0601934,4.2,429,MODERATE,,08-720 61 51,https://www.paradisostockholm.se/?utm_source=google,Monday: 5:00 PM – 1:00 AM; Tuesday: 5:00 PM – 1:00 AM; Wednesday: 5:00 PM – 1:00 AM; Thursday: 5:00 PM – 1:00 AM; Friday: 4:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: 5:00 PM – 1:00 AM,ChIJTXZR3-V3X0YRGq4u-KGo6zo
Bar Ottocento,Cocktail Bar,"Kocksgatan 1, 117 61 Stockholm, Sweden",59.3136993,18.0743051,5,7,,,08-88 09 57,,Monday: Closed; Tuesday: 4:00 – 10:00 PM; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 4:00 – 11:00 PM; Saturday: 4:00 – 11:00 PM; Sunday: Closed,ChIJgcm0TJt3X0YRll0xz7hoFx0
Ölkemi Bryggeri,Brewery,"Rutger Fuchsgatan 5, 116 67 Stockholm, Sweden",59.3074462,18.078880299999998,4.7,130,,,,https://olkemi.se/,Monday: 3:30 – 10:00 PM; Tuesday: 3:30 – 10:00 PM; Wednesday: 3:30 – 11:00 PM; Thursday: 3:30 – 11:00 PM; Friday: 11:00 AM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 8:00 PM,ChIJff3MATZ3X0YRR43C7vMiXyw
Omnipollos hatt,Brewery,"Hökens gata 1A, 116 46 Stockholm, Sweden",59.3180636,18.0722704,4.5,3994,MODERATE,Cozy destination with outdoor seating & an understated vibe serving pizzas & craft ales.,076-119 48 44,http://www.omnipolloshatt.com/,Monday: 12:00 PM – 1:00 AM; Tuesday: 12:00 PM – 1:00 AM; Wednesday: 12:00 PM – 1:00 AM; Thursday: 12:00 PM – 1:00 AM; Friday: 12:00 PM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 PM – 1:00 AM,ChIJowodOvt3X0YRjYM1JobP3Gg
UDDA,Brewery,"Kocksgatan 19, 116 24 Stockholm, Sweden",59.314061099999996,18.0775387,4.8,242,,,,http://udda.nu/,Monday: Closed; Tuesday: Closed; Wednesday: 3:00 – 10:00 PM; Thursday: 3:00 – 10:00 PM; Friday: 3:00 – 11:00 PM; Saturday: 3:00 – 11:00 PM; Sunday: Closed,ChIJV-ieHPp3X0YRdsRlD5SLVNY
Restaurang Kvarnen,Brewery,"Tjärhovsgatan 4, 116 21 Stockholm, Sweden",59.31478310000001,18.0742765,4.2,4494,MODERATE,"Classic Swedish dishes in an enduring, oak-paneled restaurant with a lively beer hall.",08-643 03 80,https://www.kvarnen.com/?utm_source=google,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 3:00 AM; Saturday: 11:30 AM – 3:00 AM; Sunday: 11:30 AM – 11:00 PM,ChIJa14naPp3X0YRmkZmDwg0-5s
Mosebacketerrassen,Brewery,"Mosebacke Torg, 116 46 Stockholm, Sweden",59.318476000000004,18.0751684,4.2,1058,MODERATE,Bustling gathering place for drinks & quick bites with an outdoor beer garden & live music.,,https://sodrateatern.com/mosebacketerrassen/,,ChIJRZYadlZ3X0YREnx9XvTFzxk
Katarina Ölkafé,Brewery,"Katarina Bangata 27, 116 39 Stockholm, Sweden",59.311655599999995,18.0793741,4.4,653,MODERATE,,,http://www.katarinaolkafe.se/,Monday: 4:00 PM – 12:00 AM; Tuesday: 4:00 PM – 12:00 AM; Wednesday: 4:00 PM – 12:00 AM; Thursday: 4:00 PM – 12:00 AM; Friday: 4:00 PM – 12:00 AM; Saturday: 4:00 PM – 12:00 AM; Sunday: 2:00 – 10:00 PM,ChIJ3Y2ua_d3X0YRSw9RghMgJNY
Kvarnen Uteservering,Brewery,"Medborgarplatsen 27, 118 26 Stockholm, Sweden",59.315309500000005,18.071434,3.9,378,MODERATE,,08-643 03 80,https://www.kvarnen.com/uteserveringen/,Monday: 11:00 AM – 12:00 AM; Tuesday: 11:00 AM – 12:00 AM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 12:00 AM,ChIJC9eZI0l3X0YRiTKeQ0DLQwg
Ylias Bistro,Brewery,"Noe Arksgränden 6, Repslagargatan 27, 118 26 Stockholm, Sweden",59.315640699999996,18.0715395,4.3,633,INEXPENSIVE,,08-408 009 33,http://yliasbistro.se/,Monday: 3:00 PM – 12:00 AM; Tuesday: 3:00 PM – 12:00 AM; Wednesday: 3:00 PM – 1:00 AM; Thursday: 3:00 PM – 1:00 AM; Friday: 1:00 PM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 PM – 12:00 AM,ChIJg7AkwPp3X0YRVNynwNEWBr0
BAR NINJA,Wine Bar,"Katarina Bangata 29, 116 39 Stockholm, Sweden",59.3116043,18.079767699999998,4.6,117,,,,https://www.winetrade.se/17/196/bar-ninja/,Monday: Closed; Tuesday: 4:00 PM – 12:00 AM; Wednesday: 4:00 PM – 12:00 AM; Thursday: 4:00 PM – 12:00 AM; Friday: 4:00 PM – 12:00 AM; Saturday: 2:00 PM – 12:00 AM; Sunday: Closed,ChIJ55bdqad3X0YReI-S764RwPk
NOFO Wine Bar,Wine Bar,"Tjärhovsgatan 11C, 116 21 Stockholm, Sweden",59.31575989999999,18.078713,4.5,266,MODERATE,,08-503 112 10,https://nofohotel.se/wine-bar/,Monday: 3:00 – 11:00 PM; Tuesday: 3:00 – 11:00 PM; Wednesday: 3:00 – 11:00 PM; Thursday: 3:00 – 11:00 PM; Friday: 3:00 PM – 12:00 AM; Saturday: 3:00 PM – 12:00 AM; Sunday: 3:00 – 10:00 PM,ChIJ7z5rZI93X0YRvIPYUZpuoFE
Dryck Wine Bar,Wine Bar,"Swedenborgsgatan 1, 118 48 Stockholm, Sweden",59.3174367,18.063537999999998,4.3,466,MODERATE,,076-128 91 87,http://www.dryckvinbar.se/,Monday: Closed; Tuesday: 4:00 – 10:00 PM; Wednesday: 4:00 – 10:00 PM; Thursday: 4:00 – 10:00 PM; Friday: 4:00 – 11:00 PM; Saturday: 4:00 – 11:00 PM; Sunday: Closed,ChIJvWYtuuV3X0YRt8jxSE0PqZc
Ring Katarina,Wine Bar,"Katarina Bangata 66, 116 39 Stockholm, Sweden",59.309901499999995,18.0849557,4.7,98,,,,https://ringkatarina.se/?utm_source=google,Monday: 5:00 – 11:00 PM; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 PM – 12:00 AM; Saturday: 5:00 PM – 12:00 AM; Sunday: Closed,ChIJmVxjzMB3X0YRuK0cLN2miwM
Alba vinbar nytorget,Wine Bar,"Skånegatan 88, 116 37 Stockholm, Sweden",59.31240739999999,18.081432,4.1,114,,,08-36 96 50,http://www.albavinbar.se/,Monday: 4:00 – 11:00 PM; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 4:00 PM – 1:00 AM; Saturday: 4:00 PM – 1:00 AM; Sunday: 4:00 – 11:00 PM,ChIJV-L2PXB3X0YR3fDSxfsrlbQ
VINA,Wine Bar,"Sofiagatan 1, 116 40 Stockholm, Sweden",59.311578100000006,18.0820901,4.4,289,MODERATE,,070-406 66 26,https://vinaaa.squarespace.com/,Monday: Closed; Tuesday: 4:00 – 10:00 PM; Wednesday: 4:00 – 10:00 PM; Thursday: 4:00 – 10:00 PM; Friday: 4:00 – 11:00 PM; Saturday: 2:00 – 11:00 PM; Sunday: Closed,ChIJ4yoNnPd3X0YRoX6nk4QZ0GA
Folii,Wine Bar,"Erstagatan 21, 116 36 Stockholm, Sweden",59.3140364,18.090429699999998,4.6,257,MODERATE,,,http://folii.se/,Monday: 4:00 – 11:00 PM; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 4:00 PM – 12:00 AM; Saturday: 4:00 PM – 12:00 AM; Sunday: 4:00 – 11:00 PM,ChIJtfRgiQJ4X0YRuNNtD1LyZfs
Invece,Wine Bar,"Götgatan 73, 116 62 Stockholm, Sweden",59.311442,18.0750712,4.3,1347,MODERATE,,08-643 19 21,https://invece.se/?utm_source=google,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 11:00 PM,ChIJhfjyz_B3X0YRJtQjjG-42Lk
Café Cuvée,Wine Bar,"Högbergsgatan 64, 118 54 Stockholm, Sweden",59.315457,18.062912,4.6,228,MODERATE,,08-640 82 88,http://www.cafecuvee.se/,Monday: Closed; Tuesday: 5:00 – 10:00 PM; Wednesday: 5:00 – 10:00 PM; Thursday: 5:00 – 10:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: Closed,ChIJOYYCI1Z3X0YRqLxUBoVMqcA
Bar Nacka,Wine Bar,"Södermannagatan 45, 116 40 Stockholm, Sweden",59.3096184,18.082608099999998,4.8,39,,,08-39 38 35,https://barnacka.se/,Monday: Closed; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 1:00 – 11:00 PM; Sunday: Closed,ChIJHeBMIM93X0YRqlarOtQfokw
Cave Nizza,Wine Bar,"Borgmästargatan 7, 116 29 Stockholm, Sweden",59.3147644,18.0865977,4.7,32,,,08-640 99 50,http://www.cafenizza.se/,Monday: Closed; Tuesday: Closed; Wednesday: 4:00 PM – 12:00 AM; Thursday: 4:00 PM – 12:00 AM; Friday: 4:00 PM – 1:00 AM; Saturday: 4:00 PM – 1:00 AM; Sunday: Closed,ChIJ5wiTgH93X0YRkfp9fPm8mJ8
Mästers Bar & Kök,Sports Bar,"Götgatan 27, 116 21 Stockholm, Sweden",59.317106499999994,18.0720562,4.4,46,,,08-720 19 49,,Monday: 4:00 PM – 12:00 AM; Tuesday: 4:00 PM – 12:00 AM; Wednesday: 4:00 PM – 12:00 AM; Thursday: 4:00 PM – 12:00 AM; Friday: 2:00 PM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 2:00 – 11:00 PM,ChIJ0TE1AlB3X0YRtQrN0z5ssks
